Program Time [s],data 0,data 1,data 2
21.9813,717.77,347.17,627.93
21.9858,730.47,346.68,618.65
21.9901,708.5,350.59,628.42
21.9944,707.52,347.66,624.02
21.9988,719.73,349.12,619.14
22.0032,706.54,356.45,616.21
22.0075,714.36,348.63,621.09
22.0119,727.54,341.31,617.19
22.0163,727.54,339.36,615.23
22.0206,709.47,342.29,627.44
22.025,723.63,353.52,615.72
22.0294,704.1,343.75,612.79
22.0337,713.38,351.07,624.51
22.0381,723.14,354.98,611.33
22.0425,719.73,349.61,623.05
22.0468,710.94,347.17,628.42
22.0512,718.26,341.8,621.58
22.0555,716.31,354,619.63
22.0599,714.84,351.56,614.26
22.0643,718.26,338.87,617.68
22.0686,721.68,356.93,615.72
22.073,730.96,346.68,624.02
22.0774,711.91,351.56,625
22.0818,718.75,333.5,625.49
22.0861,717.77,344.73,625
22.0905,711.43,336.91,614.75
22.0948,716.8,345.7,616.21
22.0992,721.68,353.03,612.3
22.1035,705.08,360.84,616.21
22.1079,720.7,345.21,619.63
22.1123,715.82,339.84,625.49
22.1123,718.75,364.75,618.16
22.1183,723.14,365.72,629.88
22.1226,709.47,350.59,618.16
22.127,713.87,349.12,607.91
22.1314,726.56,341.8,610.84
22.1357,717.77,353.03,601.07
22.1401,722.17,342.77,629.39
22.1444,721.19,348.63,617.68
22.1488,707.52,345.21,612.79
22.1532,717.29,347.66,619.63
22.1575,714.36,342.77,624.51
22.1619,729.98,345.21,619.14
22.1663,714.84,351.56,629.88
22.1706,715.82,346.68,630.86
22.175,716.31,350.1,617.19
22.1794,715.33,345.7,625.49
22.1838,720.7,356.45,619.14
22.1881,731.45,342.29,626.46
22.1925,724.61,341.8,620.61
22.1969,716.8,354.98,609.86
22.2012,716.8,357.42,617.19
22.2056,718.75,359.86,613.28
22.21,735.84,346.68,618.65
22.2143,718.26,347.66,622.56
22.2187,709.96,366.21,616.21
22.223,725.1,352.54,620.12
22.2274,711.91,360.84,617.68
22.2318,728.52,326.66,614.26
22.2362,723.63,351.07,617.68
22.2405,718.75,364.75,603.52
22.2449,720.21,334.47,606.45
22.2492,716.8,338.38,609.86
22.2492,716.8,356.45,611.33
22.2552,717.29,341.8,619.14
22.2595,712.89,336.43,612.79
22.2639,717.29,350.1,618.65
22.2683,706.05,351.56,608.89
22.2726,726.56,342.77,622.07
22.277,732.91,359.37,618.65
22.2814,725.1,352.54,617.19
22.2858,720.21,349.61,632.32
22.2901,713.38,353.52,618.65
22.2945,711.91,343.26,615.23
22.2989,717.29,345.21,624.51
22.3032,723.63,357.91,623.05
22.3075,729,338.87,617.68
22.3119,725.59,347.17,625.49
22.3163,713.38,343.75,625.49
22.3207,718.26,353.03,628.42
22.325,717.29,356.93,624.02
22.3294,715.82,339.84,623.05
22.3338,736.33,356.45,617.19
22.3381,715.82,348.63,614.26
22.3425,724.12,334.47,616.7
22.3469,715.82,348.14,621.09
22.3513,717.77,352.54,618.65
22.3556,706.54,354,618.65
22.36,717.77,345.21,608.4
22.3643,714.84,349.12,624.02
22.3687,709.47,335.94,619.63
22.373,728.03,359.37,617.68
22.3775,723.63,344.24,620.61
22.3818,708.98,340.82,625
22.3861,716.31,350.59,606.45
22.3862,707.52,347.66,619.14
22.3921,716.8,356.93,628.42
22.3965,727.54,357.91,617.19
22.4009,718.26,346.68,625.98
22.4052,721.68,354,615.23
22.4096,718.75,359.86,618.65
22.414,709.96,357.42,621.58
22.4183,713.87,342.77,611.33
22.4227,713.87,355.96,620.12
22.4271,719.24,328.12,616.21
22.4314,713.87,353.03,617.68
22.4358,724.61,354.49,612.79
22.4401,720.7,353.03,621.58
22.4445,713.87,340.82,619.14
22.4489,718.75,353.03,616.7
22.4532,718.26,337.4,604.49
22.4576,721.68,359.86,609.37
22.462,719.73,354,621.58
22.4664,714.36,356.93,615.23
22.4707,718.26,341.31,608.89
22.4751,715.82,338.87,617.68
22.4794,726.07,341.8,614.26
22.4838,714.36,332.03,610.35
22.4881,716.8,356.93,610.84
22.4926,721.68,350.1,622.56
22.4969,715.82,352.05,618.16
22.5013,733.89,345.21,609.86
22.5056,727.54,344.24,614.26
22.51,709.96,348.63,615.72
22.5144,723.63,359.86,617.19
22.5188,711.91,344.73,608.4
22.5231,727.05,360.35,622.56
22.5231,718.26,360.35,613.77
22.5291,717.77,347.17,622.07
22.5334,710.45,349.61,615.23
22.5378,715.82,338.87,615.72
22.5422,726.56,351.07,618.16
22.5466,723.14,361.33,618.16
22.5509,710.94,348.63,612.3
22.5553,719.73,349.12,618.16
22.5596,699.22,341.31,610.35
22.564,711.43,362.3,618.65
22.5683,723.63,334.96,621.09
22.5727,737.3,356.93,626.46
22.5771,710.94,347.66,602.05
22.5814,707.52,340.33,623.54
22.5858,725.1,338.38,619.14
22.5902,725.59,337.4,616.7
22.5946,738.77,345.21,615.23
22.5989,728.03,345.7,615.72
22.6033,714.36,356.93,625.49
22.6076,717.29,346.68,608.4
22.612,734.86,338.87,615.72
22.6164,717.77,334.47,619.63
22.6207,723.63,348.63,611.33
22.6251,712.4,347.66,617.19
22.6295,726.56,354.98,629.88
22.6338,720.21,349.61,624.02
22.6382,716.31,343.26,604.49
22.6426,720.21,345.21,615.23
22.6469,711.91,350.59,628.91
22.6513,710.45,338.38,617.68
22.6557,724.12,342.77,614.26
22.6601,728.52,347.17,610.35
22.6601,706.54,353.52,611.33
22.666,722.66,347.17,616.21
22.6703,723.14,344.73,611.33
22.6747,713.38,348.63,625
22.6791,715.33,366.7,617.68
22.6835,717.77,350.59,622.07
22.6878,710.45,355.96,620.61
22.6922,708.98,345.7,614.26
22.6966,721.68,349.12,621.58
22.7009,738.77,362.3,618.65
22.7053,729.49,349.61,603.03
22.7097,714.36,343.26,615.72
22.714,724.12,354.49,599.12
22.7184,716.8,354,613.77
22.7227,709.47,353.03,608.89
22.7271,718.75,338.87,619.63
22.7315,724.61,354.98,619.63
22.7358,725.1,352.05,612.3
22.7402,728.03,344.73,604.98
22.7446,717.29,355.47,615.72
22.749,718.26,345.21,622.07
22.7533,713.87,354.49,623.54
22.7577,721.68,345.21,617.19
22.762,712.89,347.17,620.12
22.7664,715.82,336.43,612.3
22.7708,719.73,329.59,616.7
22.7751,715.82,351.56,620.12
22.7795,730.96,355.96,629.39
22.7839,717.29,348.14,614.75
22.7882,711.43,323.24,624.02
22.7926,723.14,349.61,628.42
22.797,711.43,342.77,607.91
22.797,725.1,349.61,616.7
22.8029,713.87,355.96,627.93
22.8073,711.43,346.68,615.72
22.8117,721.19,345.21,610.35
22.816,716.31,342.29,612.3
22.8204,716.31,342.29,616.21
22.8248,727.05,350.1,619.63
22.8292,721.19,343.26,621.09
22.8335,707.03,342.77,616.21
22.8378,719.73,356.45,619.63
22.8422,708.98,334.96,607.91
22.8466,725.59,349.61,611.33
22.851,725.1,350.59,620.12
22.8553,724.61,351.07,616.21
22.8597,720.7,354.49,625.98
22.8641,717.77,359.37,625
22.8684,718.75,352.54,624.51
22.8728,709.96,341.31,618.16
22.8772,724.12,349.61,622.07
22.8815,722.17,346.19,611.82
22.8859,720.7,350.59,637.21
22.8903,721.68,338.87,641.11
22.8946,716.31,355.47,611.82
22.899,698.24,343.26,624.02
22.9034,714.84,353.52,612.3
22.9077,701.66,348.63,619.63
22.9121,716.8,342.77,612.79
22.9165,731.93,356.45,608.4
22.9208,728.52,351.56,611.82
22.9252,721.68,352.54,617.68
22.9296,720.7,339.36,614.75
22.9339,723.14,358.4,622.07
22.9339,713.87,342.77,620.12
22.9399,718.26,352.05,608.89
22.9443,721.19,350.59,618.65
22.9486,712.89,345.7,612.3
22.953,718.75,345.21,608.4
22.9573,729,352.54,625.98
22.9617,721.68,342.29,608.89
22.9661,720.7,351.07,611.33
22.9704,719.24,351.07,623.05
22.9748,711.43,344.73,609.37
22.9792,731.45,349.61,607.91
22.9835,713.38,345.7,618.16
22.9879,713.38,354.98,614.75
22.9923,720.21,341.31,630.37
22.9967,732.42,343.26,616.21
23.001,725.1,355.47,621.09
23.0053,715.33,339.84,621.09
23.0097,724.61,344.24,630.37
23.0141,721.68,353.03,618.16
23.0185,729.98,342.77,633.79
23.0228,715.82,356.93,618.65
23.0272,725.1,346.19,616.21
23.0315,720.7,346.68,622.07
23.0359,712.89,344.24,608.4
23.0403,701.66,355.96,625
23.0447,715.33,343.26,619.14
23.049,708.5,350.1,618.16
23.0534,715.33,335.45,613.77
23.0577,714.36,335.94,609.86
23.0621,722.66,347.17,610.84
23.0665,715.33,352.54,606.93
23.0708,719.24,345.7,603.52
23.0708,722.66,349.61,606.45
23.0768,723.14,343.26,619.63
23.0812,711.91,351.07,620.12
23.0855,706.05,351.56,612.79
